model,file,system,user,assistant,tool,total
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b3458d71-4ee4-4947-845b-e1a80037b0a1.json,1,1,119,118,239
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b44012d5-c9a6-471a-8a16-56a495358c86.json,1,1,54,53,109
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b4509091-62c5-49db-921d-8bfa0296878d.json,1,4,35,34,74
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b4537bb3-c374-4b95-87ac-a8b6985b6f82.json,1,1,39,38,79
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b4810cb9-4d67-4bd4-8327-aef6a6434d61.json,1,1,57,56,115
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b4e1b3ee-292f-41c2-a407-606017e72f94.json,1,1,56,55,113
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b570c02d-0372-4d29-b03d-405fc4266b1c.json,1,1,35,34,71
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b59cdb40-84b7-41d7-970f-3c911d2c93aa.json,1,1,45,44,91
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b75ff93c-cf94-4fc0-a126-36616d5b0591.json,1,1,59,58,119
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b7f5fcc4-faad-4448-a2dd-c59d7b4ae86d.json,1,1,28,27,57
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b88cb1df-c9f6-4c77-b2e8-d4dc3548f55b.json,1,1,47,46,95
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\b91be913-e7ed-4c92-9e51-01ff229dcc2e.json,1,1,79,78,159
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ba03dcdc-0392-441a-806e-69ce23d6d743.json,1,1,43,42,87
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ba55aa73-e082-4d53-8680-d281422bf534.json,1,1,54,53,109
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ba62d9c6-6d8b-4f45-bfe5-c46fc57b66be.json,1,1,69,68,139
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\bb1ab22c-ab72-4195-9898-9ce14924d185.json,1,1,78,77,157
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\bb774b32-83f9-4611-bfd7-cf541d3b187e.json,1,1,62,61,125
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\bbae60d2-005a-4656-828e-5ebb70a9c7f1.json,1,1,59,58,119
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\bc0308c3-875b-4aa6-b877-5e3def5be1ae.json,1,1,80,79,161
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\bcba6c80-d11f-4485-ab4d-61bb6636f4a8.json,1,1,41,40,83
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\bcba7517-0329-4209-8255-7633511f59ef.json,1,1,62,61,125
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\bcbf4fd5-2ffb-41a8-8321-8dbc3c5d1445.json,1,1,35,34,71
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\bd422f4d-b6a4-4a85-ab17-bf070100e223.json,1,1,54,53,109
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\be9c94e6-6a74-4113-8cad-440fed6c29c4.json,1,1,54,53,109
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c0520b9e-a057-4e4a-a935-64c1c1aae2ce.json,1,1,28,27,57
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c0aa7099-9da2-49eb-84b8-40e54623d558.json,1,1,45,44,91
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c0c05b74-cfdb-4e97-87dd-00d17226d760.json,1,1,41,40,83
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c16490f1-7777-4a72-9fab-cb5701099cd5.json,1,1,72,71,145
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c1ecb733-d3da-42f1-a4ed-23ebab68b70b.json,1,1,42,41,85
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c2ac46ad-a91a-4841-8249-225b28bf9781.json,1,1,50,49,101
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c2be2fd8-1aaa-4ea4-a27b-b74570ab3407.json,1,1,51,50,103
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c2c7ad5e-2c90-407d-ad4c-cefe696433e7.json,1,1,69,68,139
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c4000373-6e84-4557-9820-c967431e500a.json,1,1,43,42,87
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c51e89ab-e078-4f91-805c-7d7d39f19002.json,1,1,76,75,153
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c54fdc2c-d9d4-4def-8d17-d584b696f81e.json,1,1,87,86,175
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c555a249-5b7c-41d4-a3b4-91f3dc686b69.json,1,1,34,33,69
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c6a2a11e-8e9b-48c1-b767-4ec219f2e7dc.json,1,1,64,63,129
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c6b8f062-dbd5-4fa5-a9c3-277027f7295d.json,1,1,59,58,119
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c709f639-4819-4627-abe7-db30a9a5f22b.json,1,1,62,61,125
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c75fc7fb-b215-4069-9150-528dcc3185d8.json,1,1,47,46,95
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c7b4c266-7df4-49f0-970f-1805c508e539.json,1,1,50,49,101
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c7c4c481-4060-44f2-8c79-f02fdb03aafc.json,1,1,71,70,143
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c8124fd9-1557-4069-ab19-4c00c8fabab3.json,1,1,46,45,93
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c8168bd4-a769-4695-a831-a2d3bd41c825.json,1,1,62,61,125
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c8a5e985-e2c9-4636-9f8a-c76dacc2101a.json,1,1,71,70,143
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c9137d8b-419e-4bff-aa0e-cd26b400c1dc.json,1,1,58,57,117
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\c9f8dd40-cb39-4624-8c99-56c9c2a88cd0.json,1,1,34,33,69
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ca3b64c8-dccf-4d25-8cd4-daec103cf7d5.json,1,1,37,36,75
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cb177761-228d-4855-8a4b-0f9a812bfe11.json,1,1,51,50,103
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cb1d7aab-e7e6-4d5e-a753-76ca6cb3701f.json,1,1,31,30,63
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cbf0ee29-66e6-4c37-a151-ea4efc6744b6.json,1,1,63,62,127
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cc05e2a7-9ea6-423a-8f9e-cdd0d79e0683.json,1,1,68,67,137
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cc679016-0af5-4338-a63e-db2cd0ded16b.json,1,1,45,44,91
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ccc60e84-56e3-47bd-8b31-2392f327e881.json,1,1,56,55,113
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cd777eca-a728-4e35-bd64-4f7fc5f9a0d1.json,1,1,46,45,93
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cd88d278-9f9b-42ee-b06e-54b6a68038fd.json,1,1,63,62,127
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ce680fbe-2f89-40c3-a2a5-aeb4f820d998.json,1,1,41,40,83
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ce6f849c-74a7-4b98-9387-66bbcbf44b0e.json,1,1,29,28,59
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cebd01c5-eaea-4ff9-97f5-9e1d5a080bbe.json,1,1,70,69,141
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\cfa2a078-8fa2-4c4f-a7aa-d5eba63d38af.json,1,1,49,48,99
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d0d849be-f917-4d09-89a0-671ce3291620.json,1,1,89,88,179
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d0db4aee-cc15-4a85-90c5-b049cc8df602.json,1,1,52,51,105
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d0e9553d-3336-4279-873a-848d90df6906.json,1,1,41,40,83
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d189a9ac-33b3-44e7-ae58-313855c4f311.json,1,1,54,53,109
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d371696a-083e-47bb-a95f-43518bc61ec7.json,1,1,72,71,145
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d377a27d-9ce7-479c-8e03-6757876735dd.json,1,1,46,45,93
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d3a7afe1-465b-48ac-a138-b245fb84d889.json,1,1,66,65,133
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d3fce265-4fb7-4ec3-8626-7365ce053457.json,1,1,60,59,121
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d430f0c3-45b0-49ea-9593-6ac72cd64708.json,1,1,49,48,99
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d4595413-a34a-45c0-a0cf-325795561d3e.json,1,1,54,53,109
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d491408c-ab6d-4e7e-8d09-91bcd2ea017a.json,1,1,50,49,101
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d4dd66b2-d6c0-45f9-9c4b-827a8dc6fc12.json,1,1,48,47,97
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d555ee45-6624-4e34-a2b2-f0ce4da9c927.json,1,1,48,47,97
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d5f64abe-4dac-4d14-b5e3-271c4942a69d.json,1,1,40,39,81
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d647717d-f4e4-45c3-ae20-f56bda586782.json,1,1,93,92,187
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d6aae794-7ec8-4e6f-80cd-2ddf7ea21393.json,1,1,71,70,143
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d7130118-2fbe-4919-92d4-9da91e4ae40b.json,1,1,45,44,91
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d736f3b7-b05f-4001-8da6-9f6983944be1.json,1,1,65,64,131
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d73e00d7-08d7-411a-8d29-fc0332a91f3a.json,1,1,41,40,83
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d7509ae3-bb4b-425c-a1ed-4264ea4e351a.json,1,1,33,32,67
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d76defa6-919c-432d-8c8a-28c4d4a14f36.json,1,1,37,36,75
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d7893e8b-df88-4142-9771-f8d5e35218e8.json,1,1,69,68,139
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d86d368b-5e33-463b-9640-3edcb3c03988.json,1,1,62,61,125
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d8899847-6b5f-48ba-9843-3afa32ef7f66.json,1,1,42,41,85
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\d98dd687-df37-490a-aaa1-1ee20dc2e029.json,1,1,81,80,163
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\da1a44b9-224e-47e9-9cde-4a175086acce.json,1,1,60,59,121
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\da7d535a-11af-459c-9aa3-973477d1e7bc.json,1,1,66,65,133
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\da85f3c6-60a8-4b9b-8f8c-f3a3bf3ecb13.json,1,1,35,34,71
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\db47c3b4-497d-4db7-bf8a-6ce8bb72f535.json,1,1,72,71,145
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dbaece0d-ef1b-4bd3-a06f-0904fdd6eae1.json,1,1,104,103,209
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dc61b3b4-5485-49bc-acf4-d0752b6366fd.json,1,1,36,35,73
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dc9e6acd-7e95-4d95-97e7-d8ebda3b3410.json,1,1,68,67,137
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dcf30524-2d37-489c-9ead-f5e3afca4b69.json,1,1,76,75,153
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dd6c7e5a-d123-4721-a4a0-f1291bb07d26.json,1,1,62,61,125
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\de0be301-3dd7-4873-8c98-90c0994dd412.json,1,1,32,31,65
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dea5773e-96ec-41d5-b876-3bc9d8058800.json,1,1,7,7,16
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dea64801-b1dd-47a1-8ce3-2e840487c0a6.json,1,1,67,66,135
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\df72de65-4865-4307-90aa-03b5114712e3.json,1,1,77,76,155
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dfa7ab7c-448e-4219-9424-9eca945d5a42.json,1,1,31,30,63
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\dff2fe12-d210-473b-b647-e9a2b2097d4c.json,1,1,52,51,105
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e03f2ddc-0a61-4c28-9d24-e293659401db.json,1,1,51,50,103
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e25c2e6d-a004-4856-b30d-2fd9fa5dfaf4.json,1,1,64,63,129
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e41acd5d-25a5-436d-a00c-5eb783e978df.json,1,1,40,39,81
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e4b7435f-8a72-4504-b312-069f8952908b.json,1,1,47,46,95
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e5278091-2257-46e4-8e4e-276f955c6c6e.json,1,1,52,51,105
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e5762d46-9607-4a5b-816d-6df2df2b3180.json,1,1,43,42,87
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e5a15212-7faf-408c-8b59-45c7dd3439ea.json,1,1,53,52,107
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e65d3b3e-9888-4c24-8bf6-bf1095921d00.json,1,1,86,85,173
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e6b2257f-9b4a-4aba-ad84-c36277fd1380.json,1,1,40,39,81
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e6deb24c-93aa-41db-a383-3901a995849f.json,1,1,57,56,115
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e6fc0fe0-4cdd-4686-89a2-5590bc44588c.json,1,1,44,43,89
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e7065f2b-0b2b-4966-8df6-c7f9c6242bad.json,1,1,45,44,91
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e7315e48-2fa3-4745-a8ea-e616292c418e.json,1,1,66,65,133
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e770ed81-0706-405d-bb36-ba820259b6af.json,1,1,70,69,141
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e8794815-21eb-402f-acfb-f90fb66e98f4.json,1,1,62,61,125
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e8835950-95ac-4119-afc3-772a93131f2c.json,1,1,47,46,95
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\e9b18b10-5c50-49ed-8f62-40f4dd768232.json,1,1,59,58,119
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ea2cf4ce-adce-4d1b-841b-dd4b9c60fce5.json,1,1,63,62,127
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ea824c8f-b6a1-4898-a0c0-bd2d8c969910.json,1,1,55,54,111
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\eabb9688-35ae-45f0-a1dd-46aeb44e3d32.json,1,1,31,30,63
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\eb83ef35-c72e-4daa-ad85-916483fffc04.json,1,1,50,49,101
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\eb8a60a9-6f94-49b9-8f60-413a10b5a21b.json,1,1,52,51,105
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ece2c310-7b7a-456f-a2f2-898ab157376c.json,1,1,38,37,77
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ed179034-a831-4aed-8a11-beb4575c4b66.json,1,1,57,56,115
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ee2d744d-a33f-490c-88df-677f9ce7c074.json,1,1,89,88,179
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ee57c9a3-1b6c-4b56-9dce-6b259ac0a0a3.json,1,1,49,48,99
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ee63ba3c-e9eb-4f9b-99bb-fd7c3ef09d36.json,1,1,64,63,129
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ee6c6c9b-767b-40ce-a991-0ce9ebd425a1.json,1,1,51,50,103
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\eeee40d7-445d-465c-a000-8b2d550e71af.json,1,1,46,45,93
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\ef32027b-c8e9-4bc4-887a-69021b270573.json,1,1,65,64,131
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f0135535-0825-4636-8d8d-43240c4d4a80.json,1,1,57,56,115
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f0417fb9-bbee-4a97-a9d2-d9751f08f865.json,1,1,63,62,127
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f0437f3e-6d20-4d62-bbc9-9f6bb1780810.json,1,1,84,83,169
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f072cf06-c93d-4781-9c0f-c530cee1a640.json,1,1,159,158,319
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f0953386-db43-4575-bfd9-cc76402627ba.json,1,1,67,66,135
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f0f03bcb-2b70-495f-9f4a-c5482e0b4346.json,1,1,45,44,91
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f1a4761e-f5df-4331-b0aa-2e748042ab99.json,1,1,57,56,115
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f21a9ef1-26d5-4bb7-8b1a-7888d171ac1e.json,1,1,44,43,89
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f233d704-9459-41a6-9fa7-07006e726bde.json,1,1,59,58,119
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f2b4f372-c014-47f6-8621-3684c6a12aac.json,1,1,42,41,85
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f3155c77-592e-4e92-bbb9-3bc5a34d276a.json,1,1,74,73,149
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f31c54a7-b0e4-4f1f-9820-d29f33862a8e.json,1,1,54,53,109
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f3b9d503-351d-4e6f-b58e-3ccc79b9da7d.json,1,1,43,42,87
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f3c38e98-7c93-4cd2-b258-d50ec6b2215b.json,1,1,51,50,103
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f3e6bb69-c194-493d-a7d9-5a72b7e9dc7b.json,1,1,53,52,107
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f3f2b16c-44ec-4f53-8cb5-2806d4261d4d.json,1,1,87,86,175
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f40e43c2-89e4-44e1-9a0d-60a0a35c136c.json,1,1,41,40,83
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f47872ca-1599-4b5f-939f-498c1607191c.json,1,1,61,60,123
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f4ccdd0e-7b72-45f3-9df9-df978d9a2fef.json,1,1,46,45,93
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f5e1f5e3-3476-44d6-95f9-2d2d980893f3.json,1,1,60,59,121
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f6998dbf-1365-4424-bcf6-0c72746bbba7.json,1,1,87,86,175
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f6b77f16-b745-4473-9e41-4d7cc4c7646a.json,1,1,42,41,85
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f72405c3-b0a5-46e3-886a-923c796be967.json,1,1,71,70,143
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f733d48f-b5ee-49f4-a0ea-57f7b68e4a23.json,1,1,56,55,113
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\f78c83d2-bb09-4086-a50c-5eebb791c34d.json,1,1,64,63,129
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fadcc14f-1098-46f7-8082-acd55a123381.json,1,1,30,29,61
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fb07eac1-6850-4af4-a776-61a2903f6325.json,1,1,93,92,187
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fc006c45-a8de-488f-ad9d-07a36221b8f9.json,1,1,72,71,145
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fc9887c5-90f2-499a-a8a6-41b4e90a3036.json,1,1,72,71,145
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fd2d2643-c252-49a8-aed5-2fb8b7ada61e.json,1,1,82,81,165
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fd917380-3063-453a-91a0-6a3a422e694c.json,1,1,63,62,127
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fdbe11fe-714b-46e4-8506-709edb93112c.json,1,1,74,73,149
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fef8bfe5-234f-4281-8903-d22f951f0b3f.json,1,1,43,42,87
gemini-3-flash-high,experiments_for_task2\gemini-3-flash-high\fefd42dc-3e46-4105-a9f1-183a8a10f711.json,1,1,44,43,89
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\000ec3e1-1ae2-446b-b161-6c96fbde2cf7.json,1,1,45,44,91
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\00c56498-6133-4040-b51b-2a2856487862.json,1,1,21,20,43
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0143fcee-f896-4e65-ab37-201e9da520f5.json,1,1,27,26,55
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\01ea0bd1-f7c9-46f4-8d0f-74af68a6bfca.json,1,1,85,84,171
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\021d1f45-8d67-4ce3-a478-3b7fa9609106.json,1,1,18,17,37
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0304e5c8-8914-4cbb-b362-1daa1e85ced5.json,1,1,22,21,45
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0335df78-30f7-4997-a2c8-6d623d916d98.json,1,1,31,36,69
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\03565502-bc20-485d-9bb8-bdecd3557af1.json,1,1,11,20,33
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\03fc877b-7afd-44b1-acd3-e43692a143f9.json,1,1,19,18,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0469baab-bc68-4068-a1f8-91378c795c75.json,1,1,38,37,77
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\058788fa-5bcf-430a-9322-cdf8720552e5.json,1,1,36,42,80
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\06ef6f40-b1c6-4197-9201-88f613ddf03b.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\06ffe170-6f27-4288-a180-de2e04011386.json,1,1,63,73,138
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\07155c63-c385-4f23-bb0b-1d28bbcb13b7.json,1,1,25,24,51
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\072c2a13-2077-4640-a757-f224af8ea01f.json,1,1,45,44,91
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0997946e-0c14-4397-b589-b40d0c9d5f36.json,1,1,33,39,74
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\09ee7264-38d1-4b18-8456-ecc3dc4ae477.json,1,1,22,21,45
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0a478a41-4da3-4033-8e58-3fa69ab0c832.json,1,1,36,35,73
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0aa5edbe-adf5-4a14-aa64-879c1a5c4821.json,1,1,27,26,55
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0c6aa3dc-fe4a-497f-8a5d-6be8f9cb0c74.json,1,1,12,11,25
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0cb33943-07e4-411b-a687-4ea0bf54d73b.json,1,1,20,30,52
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0d8909a1-1343-4e40-90bb-f5cb8023bfde.json,1,1,48,47,97
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0f131a21-1e21-4784-af5d-18964779d47c.json,1,1,19,22,43
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\0f79592e-4697-4891-9260-9e5e3a59c4d7.json,1,1,71,70,143
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\1052979d-22f5-4290-b25d-b48b6587b6aa.json,1,1,40,39,81
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\10cc91f2-ea7a-4d1e-803a-a9ce52fb87e8.json,1,1,49,48,99
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\111c07a8-6372-43e8-9ed6-1d5b1918c515.json,1,1,63,62,127
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\11eb62cc-aafb-48aa-b53a-24f3c04ba908.json,1,1,19,18,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\120640dc-6c8c-4bb7-8b7a-8ad8a8b3d595.json,1,1,16,15,33
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\12b859b2-4c86-4d8f-939f-94184551990f.json,1,1,17,16,35
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\1344a3bb-4e70-4a99-9acf-87ecb50651bf.json,1,1,21,20,43
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\135bce39-2a68-4151-aeea-156173cc84ad.json,1,1,22,21,45
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\13c8750b-92f0-4e12-a2c3-c1b7e4e6685c.json,1,1,59,58,119
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\13f8a79e-2162-4898-a090-fd7698b61fb8.json,1,1,19,18,39
